,source,destination
0,queue-master,rabbitmq
1,shipping,rabbitmq
2,front-end,session-db
3,carts,carts-db
4,catalogue,catalogue-db
5,orders,orders-db
6,user,user-db
7,orders,payment
8,orders,shipping
9,front-end,user
10,orders,user
11,front-end,carts
12,orders,carts
13,front-end,catalogue
14,front-end,orders
15,catalogue,home-cluster-node3
16,catalogue-db,home-cluster-node1
17,queue-master,home-cluster-node3
18,user,home-cluster-node1
19,user-db,home-cluster-node2
20,session-db,home-cluster-node2
21,shipping,home-cluster-node3
22,carts-db,home-cluster-node1
23,orders,home-cluster-node2
24,payment,home-cluster-node2
25,rabbitmq,home-cluster-node1
26,carts,home-cluster-node2
27,front-end,home-cluster-node3
28,orders-db,home-cluster-node1
