front-end_carts,front-end_catalogue,front-end_orders,front-end_user,orders_carts
"('orders', 0.3029513555492746)","('catalogue', 0.24674937810650377)","('front-end', 0.17917936247509667)","('user', 0.1360574598702721)","('carts', 0.13506244399885284)","('orders-db', 0.0)","('shipping', 0.0)","('payment', 0.0)","('home-cluster-node2', 0.0)","('user-db', 0.0)","('home-cluster-node1', 0.0)","('catalogue-db', 0.0)","('home-cluster-node3', 0.0)","('carts-db', 0.0)"
"('orders', 0.3029513555492746)","('catalogue', 0.24674937810650377)","('front-end', 0.17917936247509667)","('user', 0.1360574598702721)","('carts', 0.13506244399885284)","('orders-db', 0.0)","('shipping', 0.0)","('payment', 0.0)","('user-db', 0.0)","('catalogue-db', 0.0)","('carts-db', 0.0)"
