,timestamp,gateway_fanout-1,gateway_fanout-10,gateway_fanout-11,gateway_fanout-12,gateway_fanout-13,gateway_fanout-14,gateway_fanout-15,gateway_fanout-2,gateway_fanout-3,gateway_fanout-4,gateway_fanout-5,gateway_fanout-6,gateway_fanout-7,gateway_fanout-8,gateway_fanout-9,fanout-1_fanout-1-db,fanout-10_fanout-10-db,fanout-11_fanout-11-db,fanout-12_fanout-12-db,fanout-13_fanout-13-db,fanout-14_fanout-14-db,fanout-15_fanout-15-db,fanout-2_fanout-2-db,fanout-3_fanout-3-db,fanout-4_fanout-4-db,fanout-5_fanout-5-db,fanout-6_fanout-6-db,fanout-7_fanout-7-db,fanout-8_fanout-8-db,fanout-9_fanout-9-db
0,2022-09-29 03:23:45,3307.6923076923076,3307.6923076923076,3088.888888888889,3046.511627906976,3250.0,3139.5348837209303,3186.046511627907,3285.7142857142862,3046.511627906976,3250.0,3095.2380952380954,3195.1219512195125,3181.818181818182,3000.0,3095.2380952380954,0.5184,0.5645333333333333,0.5638,0.5222,0.543,0.5110666666666667,0.5645333333333333,0.5606,0.5184,0.5399333333333333,0.5606,0.5184,0.5502666666666667,0.5502666666666667,0.5606
1,2022-09-29 03:23:59,3300.0000000000005,3090.9090909090914,3142.8571428571427,3046.511627906976,3186.046511627907,3086.9565217391305,3046.511627906976,3243.9024390243903,3195.1219512195125,3093.0232558139537,3341.4634146341464,3090.9090909090914,3195.1219512195125,3243.9024390243903,3042.553191489362,0.5450999999999999,0.543,0.5534,0.5326,0.543,0.5110666666666667,0.5428957483673197,0.5347666666666666,0.5502666666666667,0.5399333333333333,0.5451,0.5502666666666667,0.5502666666666667,0.5501749861157392,0.5502666666666667
2,2022-09-29 03:24:13,3390.243902439024,3227.2727272727275,3285.7142857142862,3222.222222222222,3217.3913043478256,3318.1818181818185,3041.6666666666665,3450.0,3127.659574468085,3127.659574468085,3292.682926829268,3186.046511627907,3119.9999999999995,3232.5581395348836,3173.9130434782605,0.5396444444444445,0.5432444444444445,0.5603333333333333,0.5360666666666667,0.5603333333333333,0.5392888888888888,0.5536516318091499,0.5537111111111112,0.5430888888888888,0.5571555555555555,0.5468222222222222,0.5430888888888888,0.5433777777777778,0.5537123004026013,0.5571555555555555
3,2022-09-29 03:24:27,3227.2727272727275,3130.4347826086955,3085.1063829787236,3181.818181818182,3195.1219512195125,3318.1818181818185,3040.0,3432.4324324324325,3292.682926829268,3217.3913043478256,3400.0000000000005,3217.3913043478256,3146.341463414634,3136.3636363636365,3256.4102564102564,0.5502666666666667,0.5534,0.5534,0.556,0.5534,0.5426333333333333,0.5612053905235291,0.5502666666666667,0.5502666666666667,0.55285,0.5528500000000001,0.55285,0.5631833333333334,0.5528508919686177,0.5476833333333333
4,2022-09-29 03:24:41,3300.0000000000005,3243.9024390243903,3088.888888888889,3195.1219512195125,3181.8181818181815,3097.560975609756,3046.511627906976,3279.0697674418607,3243.9024390243903,3210.5263157894733,3292.682926829268,3263.157894736842,3186.046511627907,3085.1063829787236,3222.222222222222,0.5438933333333333,0.5514666666666667,0.5575600000000001,0.54924,0.54924,0.5449333333333334,0.55563097908549,0.5523333333333333,0.5545733333333333,0.5481999999999999,0.5502666666666667,0.54596,0.5523333333333333,0.5523340469082274,0.5544
5,2022-09-29 03:24:55,3326.530612244898,3243.9024390243903,3163.265306122449,3075.4716981132074,3196.0784313725494,3119.9999999999995,3181.818181818182,3340.425531914894,3444.4444444444443,3199.9999999999995,3199.9999999999995,3163.265306122449,3186.046511627907,3163.265306122449,3244.8979591836733,0.5396444444444445,0.5534,0.5707333333333334,0.5499333333333333,0.5516666666666666,0.5548888888888889,0.560336927015686,0.5502666666666666,0.5502666666666667,0.5623222222222222,0.5502666666666667,0.5657666666666666,0.5537111111111112,0.5657672613124117,0.5640444444444445
6,2022-09-29 03:25:09,3812.5,3192.307692307692,3341.4634146341464,3133.3333333333335,3250.0,3080.0,3037.735849056604,3307.6923076923076,3285.7142857142862,3292.682926829268,3555.5555555555557,3260.869565217391,3382.978723404255,3243.9024390243903,3244.8979591836733,0.5530952380952381,0.5683619047619047,0.5638,0.5652857142857143,0.5652857142857143,0.5592380952380952,0.5698506993467786,0.5649974579901937,0.5666285714285715,0.5591238095238095,0.5620761904761905,0.5575238095238095,0.566504761904762,0.5606005096963529,0.5606
7,2022-09-29 03:25:23,3500.0000000000005,3195.1219512195125,3186.046511627907,3095.2380952380954,3250.0,3095.2380952380954,3000.0,3173.9130434782605,3315.7894736842104,3136.3636363636365,3250.0,3315.7894736842104,3263.157894736842,3190.476190476191,3200.0,0.5487583333333333,0.5599000000000001,0.5677,0.5768,0.5612,0.5545166666666667,0.5769860285950978,0.5605948497660944,0.5593083333333333,0.5618916666666667,0.5593083333333333,0.5593083333333333,0.5593083333333333,0.5618921126509755,0.5580166666666666
8,2022-09-29 03:25:37,3500.0000000000005,3173.9130434782605,3133.3333333333335,3125.0,3085.1063829787236,3173.9130434782605,3086.9565217391305,3173.9130434782605,3372.0930232558144,3439.0243902439024,3080.0,3272.727272727273,3125.0,3127.659574468085,3285.7142857142862,0.5536148148148148,0.5650370370370371,0.5684222222222223,0.5684222222222223,0.5626444444444445,0.5602518518518518,0.5685060994919389,0.5582671467240906,0.5595481481481481,0.5628962962962962,0.5606,0.5616518518518518,0.5606,0.5663411371712375,0.5617481481481481
9,2022-09-29 03:25:51,3341.4634146341464,3133.3333333333335,3318.1818181818185,3227.2727272727275,3042.553191489362,3086.9565217391305,3173.9130434782605,3279.0697674418607,3450.0,3238.095238095238,3222.222222222222,3279.0697674418607,3217.3913043478256,3177.7777777777774,3080.0,0.5511266666666667,0.5691466666666667,0.5690000000000001,0.57108,0.56276,0.5584533333333332,0.5733088228760783,0.5616320008883944,0.5606,0.5637,0.5626666666666666,0.5647333333333333,0.5668,0.569900356787447,0.5626666666666666
