,timestamp,gateway_chain-1,chain-1_chain-2,chain-2_chain-3,chain-3_chain-4,chain-4_chain-5,chain-1_chain-db,chain-2_chain-db,chain-3_chain-db,chain-4_chain-db,chain-5_chain-db
0,2022-09-28 17:16:16,36956.52173913044,31785.714285714286,17950.0,14662.162162162162,6527.777777777777,0.535759514763714,0.6302666666666666,0.5676666666666667,0.6405333333333333,0.6097333333333333
1,2022-09-28 17:16:30,36585.365853658535,30603.448275862072,18352.272727272728,16219.51219512195,6000.0,0.5830761299897119,0.5882000000000001,0.5830666666666666,0.5882000000000001,0.6036
2,2022-09-28 17:16:44,37500.0,28703.7037037037,18112.244897959186,15625.0,6642.857142857142,0.5706648258211441,0.6022222222222222,0.5882000000000001,0.5885333333333334,0.5953777777777778
3,2022-09-28 17:16:58,35937.5,28750.0,18214.285714285714,16036.585365853662,6323.529411764706,0.5779452575729018,0.5805,0.5753666666666667,0.5805,0.5856333333333333
4,2022-09-28 17:17:12,38486.84210526316,32661.29032258064,19729.72972972973,16923.076923076922,6642.857142857142,0.5715828727249882,0.5801866666666667,0.5738266666666667,0.58224,0.58224
5,2022-09-28 17:17:26,37784.090909090904,33455.882352941175,17840.90909090909,15921.052631578947,7062.5,0.5710968383819345,0.5762222222222223,0.5762222222222223,0.5762222222222223,0.5813555555555555
6,2022-09-28 17:17:40,38081.39534883721,32954.545454545456,19034.09090909091,16988.636363636364,6406.25,0.5704639567083248,0.5839428571428572,0.5779333333333333,0.5839428571428572,0.5854095238095238
7,2022-09-28 17:17:54,37797.61904761905,29464.285714285714,18846.153846153848,17151.162790697676,6944.444444444444,0.5753726287864509,0.5753666666666667,0.5740833333333334,0.5753666666666667,0.5779333333333333
8,2022-09-28 17:18:08,36079.545454545456,29924.24242424242,17659.57446808511,17151.162790697676,6666.666666666666,0.5720793510367014,0.5780444444444445,0.5710888888888889,0.5803259259259259,0.5721185185185186
9,2022-09-28 17:18:22,37500.0,33333.333333333336,17659.57446808511,15892.857142857143,7121.212121212122,0.5758894958583098,0.5801866666666667,0.5728000000000001,0.5738266666666667,0.57588
10,2022-09-28 17:18:36,165625.0,33333.333333333336,22857.14285714286,24347.826086956524,7302.631578947368,0.5790068870759894,0.5761575757575758,0.5695333333333333,0.5742909090909092,0.5713090909090909
11,2022-09-28 17:18:50,165625.0,175000.0,175000.0,38829.78723404255,6858.974358974359,0.5728339813303652,0.5789555555555556,0.5719444444444445,0.5736555555555556,0.5753666666666667
12,2022-09-28 17:19:04,175000.0,175000.0,175000.0,37760.416666666664,6875.0,0.5798678032195542,0.5719444444444445,0.5728000000000001,0.5719444444444445,0.5700666666666666
