front-end_orders,orders_payment
"('front-end', 0.5224448381152664)","('orders', 0.2924713735867541)","('payment', 0.1850837882979794)","('node1', 0.0)","('orders-db', 0.0)","('user', 0.0)","('carts', 0.0)","('shipping', 0.0)","('node3', 0.0)"
"('front-end', 0.5224448381152664)","('orders', 0.2924713735867541)","('payment', 0.1850837882979794)","('orders-db', 0.0)","('user', 0.0)","('carts', 0.0)","('shipping', 0.0)"
