,source,destination
0,carts,carts-db
1,catalogue,catalogue-db
2,orders,orders-db
3,user,user-db
4,queue-master,rabbitmq
5,shipping,rabbitmq
6,front-end,session-db
7,front-end,orders
8,orders,payment
9,orders,shipping
10,front-end,user
11,orders,user
12,front-end,carts
13,orders,carts
14,front-end,catalogue
15,carts,home-cluster-node2
16,orders,home-cluster-node2
17,shipping,home-cluster-node3
18,catalogue,home-cluster-node3
19,front-end,home-cluster-node3
20,payment,home-cluster-node2
21,user-db,home-cluster-node2
22,carts-db,home-cluster-node1
23,catalogue-db,home-cluster-node1
24,rabbitmq,home-cluster-node1
25,orders-db,home-cluster-node1
26,queue-master,home-cluster-node3
27,session-db,home-cluster-node2
28,user,home-cluster-node1
