,timestamp,gateway_fanout-1,gateway_fanout-10,gateway_fanout-11,gateway_fanout-12,gateway_fanout-13,gateway_fanout-14,gateway_fanout-15,gateway_fanout-2,gateway_fanout-3,gateway_fanout-4,gateway_fanout-5,gateway_fanout-6,gateway_fanout-7,gateway_fanout-8,gateway_fanout-9,fanout-1_fanout-1-db,fanout-10_fanout-10-db,fanout-11_fanout-11-db,fanout-12_fanout-12-db,fanout-13_fanout-13-db,fanout-14_fanout-14-db,fanout-15_fanout-15-db,fanout-2_fanout-2-db,fanout-3_fanout-3-db,fanout-4_fanout-4-db,fanout-5_fanout-5-db,fanout-6_fanout-6-db,fanout-7_fanout-7-db,fanout-8_fanout-8-db,fanout-9_fanout-9-db
0,2022-09-29 02:58:10,3540.5405405405404,3146.341463414634,3205.128205128205,3272.727272727273,3272.727272727273,3086.9565217391305,3097.560975609756,3727.272727272727,3238.095238095238,3232.5581395348836,3232.5581395348836,3350.0,3190.476190476191,3388.8888888888887,3177.7777777777774,0.5287333333333334,0.5645333333333333,0.5534,0.5853333333333334,0.543,0.5742,0.5534,0.5192666666666667,0.49773333333333336,0.5709333333333333,0.5502666666666667,0.5924666666666667,0.5502666666666667,0.5296000000000001,0.5502666666666667
1,2022-09-29 02:58:24,3358.974358974359,3166.6666666666665,3222.222222222222,3133.3333333333335,3256.4102564102564,3041.6666666666665,3177.7777777777774,3186.046511627907,3325.5813953488373,3300.0000000000005,3190.476190476191,3222.222222222222,3279.0697674418607,3173.9130434782605,3177.7777777777774,0.5554333333333333,0.5586,0.5482,0.5482,0.5534,0.569,0.569,0.5399333333333334,0.5451,0.5450999999999999,0.5502666666666667,0.5554333333333333,0.5450999999999999,0.5399333333333334,0.5450999999999999
2,2022-09-29 02:58:38,3410.25641025641,3190.476190476191,3139.5348837209303,3243.9024390243903,3256.4102564102564,3095.2380952380954,3088.888888888889,3181.818181818182,3444.4444444444443,3279.0697674418607,3000.0,3046.511627906976,3142.8571428571427,3044.444444444445,3190.476190476191,0.5430888888888888,0.5536444444444445,0.5499333333333333,0.5358222222222223,0.543,0.5603333333333333,0.5741999999999999,0.5398493828805817,0.5396444444444445,0.5571555555555555,0.5468222222222222,0.5643333333333334,0.5537111111111112,0.5537111111111112,0.5433777777777777
3,2022-09-29 02:58:52,3410.25641025641,3195.1219512195125,3133.3333333333335,3421.052631578948,3181.818181818182,3125.0,3177.7777777777774,3181.818181818182,3631.5789473684213,3250.0,3238.095238095238,3325.5813953488373,3130.4347826086955,3227.2727272727275,3043.478260869565,0.5451,0.556,0.5482,0.5534,0.5482,0.556,0.5612,0.5451024710295752,0.5476833333333333,0.5476833333333333,0.55285,0.5606,0.5502666666666667,0.5502666666666667,0.5450999999999999
4,2022-09-29 02:59:06,3243.9024390243903,3205.128205128205,3243.9024390243903,3090.9090909090914,3200.0,3051.2820512820513,3093.0232558139537,3307.6923076923076,3411.764705882353,3300.0000000000005,3190.476190476191,3102.5641025641025,3200.0,3142.8571428571427,3150.0000000000005,0.54596,0.5574133333333334,0.5471600000000001,0.5470133333333334,0.5429721567581979,0.55548,0.56588,0.5502686434903268,0.5480046950609878,0.5481999999999999,0.5502666666666667,0.55664,0.5399333333333333,0.5481999999999999,0.5440666666666666
5,2022-09-29 02:59:20,3390.243902439024,3173.9130434782605,3085.1063829787236,3042.553191489362,3127.659574468085,3042.553191489362,3136.3636363636365,3292.682926829268,3564.1025641025644,3526.3157894736846,3300.0000000000005,3325.5813953488373,3139.5348837209303,3136.363636363636,3130.4347826086955,0.5468222222222222,0.5516666666666666,0.5499333333333333,0.543,0.5499361197844944,0.5551333333333334,0.5534,0.5433794251308278,0.5468219428235445,0.5485444444444444,0.5468222222222222,0.5519888888888889,0.5468222222222222,0.5451,0.5433777777777777
6,2022-09-29 02:59:34,3400.0000000000005,3130.4347826086955,3136.3636363636365,3086.9565217391305,3238.095238095238,3136.3636363636365,3133.3333333333335,3341.4634146341464,3473.684210526316,3266.6666666666665,3304.347826086956,3350.0,3085.1063829787236,3041.6666666666665,3130.4347826086955,0.5427619047619048,0.5503134820119222,0.5519142857142857,0.5443809523809524,0.5519166741009952,0.5563714285714286,0.5563714285714286,0.5458395072549953,0.5442378557535142,0.5487904761904762,0.5487904761904762,0.5486666666666666,0.5458380952380952,0.5473142857142858,0.5487904761904762
7,2022-09-29 02:59:48,3526.3157894736846,3042.553191489362,3090.9090909090914,3086.9565217391305,3000.0,3081.6326530612246,3000.0,3333.3333333333335,3125.0,3266.6666666666665,3378.378378378378,3266.6666666666665,3222.222222222222,3243.9024390243903,3088.888888888889,0.5515583333333334,0.5573010669964634,0.5534,0.5468717846194855,0.5534020898383708,0.556,0.5572577403557866,0.551559568848121,0.551558123784325,0.5541416666666666,0.55285,0.5554333333333333,0.5515583333333333,0.548975,0.5501780172892115
8,2022-09-29 03:00:02,3400.0000000000005,3156.862745098039,3113.2075471698113,3333.333333333333,3081.6326530612246,3119.9999999999995,3250.0,3136.3636363636365,3318.1818181818185,3358.974358974359,3378.378378378378,3266.6666666666665,3086.9565217391305,3204.0816326530617,3250.0,0.5478740740740741,0.556786133626486,0.5545555555555555,0.5498522691200667,0.5580240798563296,0.5684222222222223,0.5603347659365157,0.546823320457589,0.5467257396601407,0.5525629629629629,0.5514148148148148,0.5501703703703704,0.5571555555555556,0.5491185185185185,0.551415014693259
9,2022-09-29 03:00:16,3304.347826086956,3088.888888888889,3113.2075471698113,3350.0,3127.659574468085,3130.434782608696,3083.3333333333335,3454.5454545454545,3439.0243902439024,3170.2127659574467,3291.6666666666665,3222.222222222222,3212.7659574468084,3204.0816326530617,3130.4347826086955,0.5595666666666667,0.5596408535971708,0.56172,0.5575603755413934,0.5617216718706967,0.56588,0.5648412893428642,0.5430343217451634,0.5585331656941266,0.5585129312451405,0.5502666666666667,0.5616333333333333,0.5595666666666667,0.5564666666666667,0.5585335132239331
10,2022-09-29 03:00:30,3594.5945945945946,3085.1063829787236,3181.818181818182,3181.818181818182,3043.478260869565,3181.818181818182,3083.3333333333335,3594.5945945945946,3439.0243902439024,4642.857142857142,3279.0697674418607,3222.222222222222,3127.659574468085,3212.7659574468084,3333.3333333333335,0.5577030303030303,0.5608977456943977,0.5600181818181817,0.5580609474618728,0.5609651562460879,0.5656909090909091,0.5656920812207856,0.5521463531016637,0.5567634839643575,0.5615387798369688,0.5559030303030302,0.5595818181818182,0.5596606060606061,0.5577818181818182,0.5568425877793332
11,2022-09-29 03:00:44,3727.272727272727,3250.0,3292.682926829268,3181.818181818182,3279.0697674418607,3043.478260869565,3705.8823529411766,3473.684210526316,3400.0,38095.23809523809,3195.1219512195125,3461.538461538462,3093.0232558139537,3256.4102564102564,3444.4444444444443,0.5571494326682368,0.5646673779976422,0.5594666666666667,0.5603336462844944,0.5612013932255805,0.5655333333333333,0.5664010744523867,0.552850823676525,0.5580165269673277,0.5571549926283325,0.5571555555555555,0.5588777777777778,0.5597388888888889,0.5562944444444444,0.5562945943532775
