,timestamp,gateway_chain-1,chain-1_chain-2,chain-2_chain-3,chain-3_chain-4,chain-4_chain-5,chain-1_chain-db,chain-2_chain-db,chain-3_chain-db,chain-4_chain-db,chain-5_chain-db
0,2022-09-28 17:27:02,35365.85365853659,21612.90322580645,18011.363636363636,10299.999999999998,3139.5348837209303,0.5471333333333334,0.5471333333333334,0.5686666666666667,0.5686666666666667,0.5256000000000001
1,2022-09-28 17:27:16,34687.5,23888.88888888889,17978.72340425532,10833.333333333332,3235.294117647059,0.5676666666666668,0.5676666666666668,0.5676666666666667,0.5676666666666667,0.5676666666666668
2,2022-09-28 17:27:30,35937.5,25000.0,17500.0,12903.225806451614,3136.3636363636365,0.5745111111111112,0.5745111111111112,0.5673333333333334,0.5673333333333334,0.5816888888888889
3,2022-09-28 17:27:44,36337.20930232557,31250.0,17826.086956521744,14318.181818181816,3222.222222222222,0.5830666666666667,0.5830666666666667,0.5830666666666666,0.5830666666666666,0.5830666666666667
4,2022-09-28 17:27:58,37500.0,30172.41379310345,18963.41463414634,14864.864864864865,3170.2127659574467,0.5758800000000001,0.5758800000000001,0.5715733333333334,0.5715733333333334,0.5801866666666667
5,2022-09-28 17:28:12,38043.47826086956,28365.384615384617,18011.363636363636,16000.0,3181.818181818182,0.5779333333333333,0.5779333333333333,0.5779333333333333,0.5779333333333333,0.5779333333333333
6,2022-09-28 17:28:26,36842.10526315789,30288.46153846154,18231.707317073175,14017.857142857143,3186.046511627907,0.5706,0.5706,0.5675238095238095,0.5675238095238095,0.5736761904761905
7,2022-09-28 17:28:40,34539.47368421053,23611.11111111111,17833.333333333336,13046.875,3177.7777777777774,0.5702333333333334,0.5702333333333334,0.5702333333333334,0.5702333333333334,0.5702333333333334
8,2022-09-28 17:28:54,37500.0,29583.333333333336,18333.333333333336,15328.947368421052,3279.0697674418607,0.5699481481481482,0.5699481481481482,0.5675555555555556,0.5675555555555556,0.5723407407407408
9,2022-09-28 17:29:08,37171.05263157895,31875.0,18333.333333333336,14218.75,3279.0697674418607,0.5717733333333334,0.5717733333333334,0.5717733333333334,0.5717733333333334,0.5717733333333334
10,2022-09-28 17:29:22,173369.5652173913,31875.0,17857.14285714286,74418.6046511628,4000.0,0.5704666666666667,0.5704666666666667,0.568509090909091,0.568509090909091,0.5724242424242424
11,2022-09-28 17:29:36,175000.0,175000.0,175000.0,75000.0,37500.0,0.5676666666666667,0.5676666666666667,0.5676666666666667,0.5676666666666667,0.5676666666666667
12,2022-09-28 17:29:50,175000.0,175000.0,175000.0,75510.20408163265,37500.0,0.5736555555555556,0.5736555555555556,0.5700666666666667,0.5692111111111112,0.576388888888889
