orders_payment,orders_shipping
"('payment', 0.5205996312228194)","('orders', 0.3322083333333333)","('shipping', 0.14719203544384726)","('rabbitmq', 0.0)","('home-cluster-node3', 0.0)","('home-cluster-node2', 0.0)"
"('payment', 0.5205996312228194)","('orders', 0.3322083333333333)","('shipping', 0.14719203544384726)","('rabbitmq', 0.0)"
