orders_payment,orders_shipping
"('shipping', 0.417713116915128)","('orders', 0.3322083333333333)","('payment', 0.2500785497515386)","('rabbitmq', 0.0)","('home-cluster-node3', 0.0)","('home-cluster-node2', 0.0)"
"('shipping', 0.417713116915128)","('orders', 0.3322083333333333)","('payment', 0.2500785497515386)","('rabbitmq', 0.0)"
