user-db-test,"('orders', 0.26208956106192716)","('carts', 0.25085460127047876)","('front-end', 0.19038552507095552)","('catalogue', 0.16524077578938853)","('user', 0.13142953680725003)","('carts-db', 0.0)","('orders-db', 0.0)","('payment', 0.0)","('shipping', 0.0)","('catalogue-db', 0.0)","('user-db', 0.0)"

