gateway_fanout-1,gateway_fanout-10,gateway_fanout-2,gateway_fanout-3,gateway_fanout-4,gateway_fanout-5,gateway_fanout-6,gateway_fanout-7,gateway_fanout-8,gateway_fanout-9
"('gateway', 0.5666666666666667)","('fanout-7', 0.0572868409073657)","('fanout-4', 0.056646695852032525)","('fanout-2', 0.04750741458840292)","('fanout-10', 0.04372706986337723)","('fanout-6', 0.043458662839237445)","('fanout-5', 0.04298972910101836)","('fanout-1', 0.0409624903066155)","('fanout-3', 0.04085917752735077)","('fanout-9', 0.031299578416915476)","('fanout-8', 0.028595673931017418)","('fanout-db', 0.0)","('home-cluster-node2', 0.0)","('home-cluster-node3', 0.0)","('home-cluster-node1', 0.0)"
"('gateway', 0.5666666666666667)","('fanout-7', 0.0572868409073657)","('fanout-4', 0.056646695852032525)","('fanout-2', 0.04750741458840292)","('fanout-10', 0.04372706986337723)","('fanout-6', 0.043458662839237445)","('fanout-5', 0.04298972910101836)","('fanout-1', 0.0409624903066155)","('fanout-3', 0.04085917752735077)","('fanout-9', 0.031299578416915476)","('fanout-8', 0.028595673931017418)","('fanout-db', 0.0)"
