gateway_chain-1,chain-1_chain-2,chain-2_chain-3
"('chain-2', 0.3498134824072147)","('chain-1', 0.2708102122914425)","('gateway', 0.2365856558276969)","('chain-3', 0.1427906494736459)","('chain-db', 0.0)","('home-cluster-node3', 0.0)","('home-cluster-node1', 0.0)","('chain-4', 0.0)","('home-cluster-node2', 0.0)"
"('chain-2', 0.3498134824072147)","('chain-1', 0.2708102122914425)","('gateway', 0.2365856558276969)","('chain-3', 0.1427906494736459)","('chain-db', 0.0)","('chain-4', 0.0)"
