,timestamp,gateway_chain-1,chain-9_chain-10,chain-1_chain-2,chain-2_chain-3,chain-3_chain-4,chain-4_chain-5,chain-5_chain-6,chain-6_chain-7,chain-7_chain-8,chain-8_chain-9,chain-1_chain-db,chain-10_chain-db,chain-2_chain-db,chain-3_chain-db,chain-4_chain-db,chain-5_chain-db,chain-6_chain-db,chain-7_chain-db,chain-8_chain-db,chain-9_chain-db
0,2022-09-28 18:54:41,69827.58620689654,3368.4210526315787,60833.333333333336,58035.71428571428,38486.84210526316,36858.97435897436,30803.57142857143,22900.0,17307.692307692305,8500.0,0.5089333333333333,0.5333333333333333,0.4874,0.4874,0.5304666666666666,0.5304666666666666,0.5089333333333333,0.4874,0.4874,0.5304666666666666
1,2022-09-28 18:54:55,70454.54545454546,3136.3636363636365,65714.28571428571,55357.14285714286,44166.66666666667,36890.243902439026,34797.2972972973,22500.0,17826.08695652174,9800.0,0.5502666666666667,0.5534,0.5502666666666667,0.5502666666666667,0.5502666666666667,0.5502666666666667,0.5502666666666667,0.5502666666666667,0.5502666666666667,0.5502666666666667
2,2022-09-28 18:55:09,75000.0,3318.1818181818185,65441.17647058823,46296.2962962963,42708.333333333336,38719.51219512195,34797.2972972973,20500.0,17336.956521739132,8965.51724137931,0.5468222222222222,0.5571111111111111,0.5396444444444445,0.5396444444444445,0.5539999999999999,0.5539999999999999,0.5468222222222222,0.5396444444444445,0.5396444444444445,0.5539999999999999
3,2022-09-28 18:55:23,68750.0,3139.5348837209303,60185.18518518519,46296.2962962963,39423.07692307692,36805.555555555555,31696.428571428572,19527.027027027023,17500.0,8387.096774193547,0.55285,0.556,0.5528500000000001,0.5528500000000001,0.5528500000000001,0.5528500000000001,0.55285,0.5528500000000001,0.5528500000000001,0.5528500000000001
4,2022-09-28 18:55:37,70000.0,3000.0,63571.42857142857,44827.58620689656,38141.02564102564,35937.5,32857.142857142855,19527.027027027023,16730.769230769234,8257.575757575758,0.5585333333333333,0.5660266666666667,0.5542266666666666,0.5542266666666666,0.56284,0.56284,0.5585333333333333,0.5542266666666666,0.5542266666666666,0.56284
5,2022-09-28 18:55:51,68243.24324324324,3400.0000000000005,67142.85714285714,51851.851851851854,39527.027027027034,35060.9756097561,33108.108108108114,19230.769230769234,16375.0,8958.333333333332,0.5588777777777777,0.5603333333333333,0.5588777777777777,0.5588777777777777,0.5588777777777778,0.5588777777777778,0.5571555555555555,0.5571555555555555,0.5571555555555555,0.5571555555555555
6,2022-09-28 18:56:05,68243.24324324324,3093.0232558139537,67142.85714285714,50000.0,38782.05128205128,36538.46153846154,31048.387096774193,23333.333333333336,17500.0,8981.481481481482,0.5591238095238095,0.5562666666666667,0.5622,0.5622,0.556047619047619,0.556047619047619,0.5561714285714285,0.5592476190476191,0.5592476190476191,0.5530952380952382
7,2022-09-28 18:56:19,71428.57142857142,3315.7894736842104,62068.965517241384,50000.0,38194.444444444445,35714.28571428571,32327.586206896547,20000.0,17094.594594594593,8863.636363636364,0.5515583333333334,0.5534,0.5515583333333334,0.5515583333333334,0.5515583333333334,0.5515583333333334,0.5502666666666667,0.5502666666666667,0.5502666666666667,0.5502666666666667
8,2022-09-28 18:56:33,70138.88888888889,3090.9090909090914,62068.965517241384,47395.83333333333,38081.39534883721,37500.0,31854.83870967742,19375.0,17500.0,8108.108108108108,0.5502666666666667,0.5498518518518519,0.5526592592592592,0.5526592592592592,0.5478740740740741,0.5478740740740741,0.5491185185185185,0.5515111111111111,0.5515111111111111,0.546725925925926
9,2022-09-28 18:56:47,73255.81395348837,3461.538461538462,66666.66666666666,47596.153846153844,39375.0,37187.5,34210.52631578948,19473.684210526317,18333.333333333336,8750.0,0.5482,0.5502800000000001,0.5482,0.5482,0.5482,0.5482,0.5471666666666667,0.5471666666666667,0.5471666666666667,0.5471666666666667
10,2022-09-28 18:57:01,92045.45454545453,3461.538461538462,73076.92307692308,119444.44444444444,156756.75675675677,173333.33333333334,145454.54545454544,26250.000000000004,18333.333333333336,175000.0,0.5512060606060606,0.5514424242424242,0.5531636363636363,0.5531636363636363,0.5492484848484849,0.5492484848484849,0.5502666666666666,0.5522242424242424,0.5522242424242424,0.5483090909090909
11,2022-09-28 18:57:15,175000.0,75000.0,175000.0,175000.0,175000.0,173333.33333333334,175000.0,175000.0,175000.0,175000.0,0.5519888888888889,0.5542666666666667,0.5519888888888889,0.5519888888888889,0.5519888888888889,0.5519888888888889,0.5511277777777778,0.5511277777777778,0.5511277777777778,0.5511277777777778
12,2022-09-28 18:57:29,175000.0,75000.0,175000.0,175000.0,175000.0,175000.0,175000.0,175000.0,175000.0,175000.0,0.5562944444444444,0.5541444444444444,0.5598833333333333,0.5598833333333333,0.5527055555555556,0.5527055555555556,0.5554333333333333,0.5590222222222222,0.5590222222222222,0.5518444444444445
