gateway_chain-1,chain-1_chain-2,chain-2_chain-3,chain-3_chain-4,chain-4_chain-5
"('chain-2', 0.262738655152992)","('chain-3', 0.21050270569816357)","('chain-4', 0.20383444965167155)","('chain-1', 0.18865961969822323)","('gateway', 0.085)","('chain-5', 0.049264569798949644)","('chain-db', 0.0)","('home-cluster-node2', 0.0)","('home-cluster-node1', 0.0)","('home-cluster-node3', 0.0)"
"('chain-2', 0.262738655152992)","('chain-3', 0.21050270569816357)","('chain-4', 0.20383444965167155)","('chain-1', 0.18865961969822323)","('gateway', 0.085)","('chain-5', 0.049264569798949644)","('chain-db', 0.0)"
