,timestamp,gateway_chain-1,chain-1_chain-2,chain-2_chain-3,chain-3_chain-4,chain-4_chain-5,chain-1_chain-db,chain-2_chain-db,chain-3_chain-db,chain-4_chain-db,chain-5_chain-db
0,2022-09-28 17:19:52,37209.3023255814,30859.375,17500.0,16607.14285714286,7039.473684210526,0.5686666666666667,0.62,0.5676666666666667,0.5666666666666667,0.5789333333333333
1,2022-09-28 17:20:06,37500.0,33928.57142857143,19000.0,17333.333333333336,6666.666666666666,0.5676666666666667,0.5779333333333334,0.5676666666666667,0.5728,0.5574
2,2022-09-28 17:20:20,37500.0,33928.57142857143,18166.666666666664,16375.0,7196.969696969697,0.5673333333333334,0.5885333333333334,0.5779333333333333,0.5673333333333334,0.5748444444444445
3,2022-09-28 17:20:34,38888.88888888889,32916.666666666664,19868.42105263158,16627.906976744187,6212.121212121213,0.5702333333333334,0.5779333333333334,0.5676666666666667,0.5779333333333333,0.5676666666666667
4,2022-09-28 17:20:48,36250.0,30468.75,18035.714285714286,16081.08108108108,6212.121212121213,0.56952,0.58224,0.5799866666666667,0.5842933333333333,0.5781333333333334
5,2022-09-28 17:21:02,38690.47619047619,34375.0,18392.85714285714,16750.0,7045.454545454545,0.5745111111111111,0.5728000000000001,0.5728,0.5762222222222223,0.5625333333333333
6,2022-09-28 17:21:16,38486.84210526316,30645.161290322576,18693.18181818182,16627.906976744187,6857.142857142858,0.5660129979155364,0.5780761904761905,0.5676666666666667,0.5779333333333333,0.5736761904761905
7,2022-09-28 17:21:30,36956.52173913044,34294.8717948718,18197.67441860465,17134.146341463416,6812.5,0.5715237972972337,0.5702333333333334,0.5753666666666667,0.57665,0.5676666666666667
8,2022-09-28 17:21:44,38235.294117647056,34166.666666666664,19166.666666666664,16283.783783783783,6854.8387096774195,0.5664211531530966,0.5677777777777778,0.5653851851851852,0.5688074074074074,0.5654962962962963
9,2022-09-28 17:21:58,35670.73170731707,23055.55555555556,18352.272727272728,16000.0,5961.538461538462,0.5666457045044536,0.56664,0.56664,0.5676666666666667,0.5635600000000001
10,2022-09-28 17:22:12,119444.44444444444,133870.96774193548,162195.1219512195,168023.2558139535,30803.57142857143,0.5629142768222306,0.5677575757575758,0.5686,0.5658,0.5630909090909091
11,2022-09-28 17:22:26,175000.0,175000.0,175000.0,167682.92682926828,37790.6976744186,0.5625380870870447,0.5608222222222222,0.5642444444444444,0.5616777777777778,0.5591111111111111
12,2022-09-28 17:22:40,175000.0,175000.0,175000.0,173469.38775510204,37500.0,0.5580936426426002,0.5616777777777778,0.5625333333333333,0.5668944444444445,0.5608222222222222
