,timestamp,front-end_carts,orders_carts,front-end_catalogue,front-end_orders,orders_payment,orders_shipping,front-end_user,orders_user,carts_carts-db,catalogue_catalogue-db,orders_orders-db,user_user-db
0,2022-09-19 12:06:32,33059.84555984556,18936.17021276596,8350.515463917527,69607.84313725491,398.5148514851485,3336.6336633663364,20819.070904645476,14958.677685950417,56.46966666666666,70.06533333333333,0.6785333333333333,79.3808158912145
1,2022-09-19 12:06:46,33408.07174887892,16500.0,9158.878504672899,60597.82608695651,377.3584905660377,3206.8965517241377,21336.31713554987,13112.033195020746,61.52103333333332,69.38706666666667,0.5859,81.50108270224146
2,2022-09-19 12:07:00,33928.57142857143,17575.0,7740.384615384615,65952.38095238095,423.8095238095238,3265.4867256637167,21336.31713554987,13112.033195020746,61.59846666666666,69.98853333333334,0.5661111111111111,83.25607735704986
3,2022-09-19 12:07:14,31944.444444444438,17058.823529411766,6925.287356321839,66428.57142857143,1144.578313253012,3314.285714285714,21560.773480662985,13782.327586206897,63.56589999999999,69.21133333333333,0.5609,84.0524080177874
4,2022-09-19 12:07:28,28922.59414225941,17261.904761904767,6262.135922330097,68872.54901960785,391.0891089108911,3283.1858407079644,20942.92803970223,12683.486238532112,65.20039999999999,67.23881333333333,0.5812266666666666,84.48887308089658
5,2022-09-19 12:07:42,32081.54506437768,19321.42857142857,6262.135922330097,61781.6091954023,446.42857142857144,3125.9842519685035,21829.446064139942,15234.04255319149,62.78651111111111,65.92379999999999,0.5779,82.55707201185827
6,2022-09-19 12:07:56,30536.529680365293,16762.29508196722,7668.2692307692305,61781.6091954023,410.91954022988506,3366.97247706422,21560.509554140124,13694.029850746268,63.99527619047619,66.94883809523809,0.5654190476190476,81.77481410540233
7,2022-09-19 12:08:10,30536.529680365293,16762.29508196722,7139.639639639639,67647.05882352943,449.99999999999994,3248.062015503876,19661.98979591837,13966.346153846152,62.72716666666666,66.34616666666666,0.5734,81.18812067556036
8,2022-09-19 12:08:24,31589.147286821706,18718.75,6614.583333333333,64583.33333333333,481.01265822784814,3248.062015503876,19490.616621983914,13165.137614678899,62.965140740740736,66.35668888888888,0.5721259930148582,81.24088504494254
9,2022-09-19 12:08:38,24380.434782608696,13157.894736842107,5969.827586206897,58611.11111111111,428.5714285714286,3152.5423728813557,17583.56545961003,11848.341232227487,62.943326666666664,66.26501333333333,0.5771063995863035,80.97084987378163
10,2022-09-19 12:08:52,25196.335078534034,14101.562499999998,8526.785714285716,65931.37254901961,428.5714285714286,3192.5925925925926,26900.58479532164,15966.666666666664,62.34293333333333,66.62844242424242,0.5815921638686796,80.3390271579833
11,2022-09-19 12:09:06,25586.854460093895,13648.648648648648,9867.424242424242,66818.18181818181,414.9484536082474,3189.78102189781,26541.095890410958,17029.411764705885,61.87396111111111,66.20257777777778,0.5809047429142055,80.46080822815135
12,2022-09-19 12:09:20,24605.263157894737,11875.0,10914.634146341463,60240.96385542168,422.41379310344837,3303.5714285714284,29929.577464788737,16875.0,61.894427777777786,65.71980555555555,0.5752380762475388,80.27165690388348
