,timestamp,gateway_chain-1,chain-1_chain-2,chain-2_chain-3,chain-3_chain-4,chain-4_chain-5,chain-1_chain-db,chain-2_chain-db,chain-3_chain-db,chain-4_chain-db,chain-5_chain-db
0,2022-09-28 17:09:05,35714.28571428572,25543.478260869564,17833.333333333336,14791.666666666666,3125.0,0.5574,0.5789333333333333,0.5789333333333333,0.5789333333333333,0.5358666666666667
1,2022-09-28 17:09:19,35465.11627906977,23125.0,17666.666666666668,13750.0,3190.476190476191,0.5317333333333334,0.5317333333333334,0.5317333333333334,0.5317333333333334,0.5317333333333334
2,2022-09-28 17:09:33,35294.117647058825,23055.55555555556,18011.363636363636,13750.0,3173.9130434782605,0.5574,0.5645777777777777,0.5645777777777777,0.5645777777777777,0.5502222222222223
3,2022-09-28 17:09:47,34210.52631578948,23448.275862068967,18522.727272727272,10865.384615384615,3133.3333333333335,0.5548333333333333,0.5548333333333333,0.5548333333333333,0.5548333333333333,0.5548333333333334
4,2022-09-28 17:10:01,36184.21052631579,21500.0,17500.0,11800.0,3139.5348837209303,0.5512400000000001,0.5555466666666666,0.5555466666666666,0.5555466666666666,0.5469333333333334
5,2022-09-28 17:10:15,37500.0,21250.0,18571.42857142857,14354.83870967742,3243.9024390243903,0.5488444444444445,0.5560222222222223,0.5560222222222223,0.5560222222222223,0.5416666666666667
6,2022-09-28 17:10:29,35416.666666666664,23250.0,17500.0,13636.363636363636,3291.6666666666665,0.5500666666666667,0.5531428571428572,0.5531428571428572,0.5531428571428572,0.5469904761904762
7,2022-09-28 17:10:43,35810.81081081081,24400.0,18666.666666666668,12661.290322580646,3232.5581395348836,0.5574,0.5627833333333333,0.5627833333333333,0.5627833333333333,0.5520166666666667
8,2022-09-28 17:10:57,36890.243902439026,22338.709677419352,17321.428571428572,15208.333333333332,3170.2127659574467,0.5574,0.5597925925925926,0.5597925925925926,0.5597925925925926,0.5550074074074075
9,2022-09-28 17:11:11,35937.5,27000.000000000004,17857.14285714286,10000.0,3090.9090909090914,0.56048,0.5647866666666668,0.5647866666666668,0.5647866666666668,0.5561733333333334
10,2022-09-28 17:11:25,68518.51851851853,28125.0,18062.5,12678.57142857143,3300.0000000000005,0.5583333333333333,0.5602909090909091,0.5602909090909091,0.5602909090909091,0.5563757575757576
11,2022-09-28 17:11:39,81617.64705882354,28365.384615384617,18750.0,15322.58064516129,3263.157894736842,0.5565444444444445,0.5592777777777779,0.5592777777777779,0.5592777777777779,0.5521
12,2022-09-28 17:11:53,81250.0,28260.869565217396,18750.0,14396.551724137931,3263.157894736842,0.5539777777777778,0.5539777777777778,0.5539777777777778,0.5539777777777778,0.5539777777777778
