chain-10,"('chain-9', 0.64971003546875)","('chain-8', 0.35028996453125)","('chain-db', 0.0)","('chain-10', 0.0)"

chain-11

chain-12,"('chain-11', 0.2935746884840774)","('chain-9', 0.24182560181013976)","('chain-10', 0.18791770970342384)","('chain-8', 0.16860011003438025)","('chain-12', 0.10808188996797874)","('chain-db', 0.0)","('chain-13', 0.0)"

chain-13,"('chain-12', 0.22696504374659798)","('chain-13', 0.22595087446269596)","('chain-9', 0.19929803434000615)","('chain-11', 0.19324059290524537)","('chain-8', 0.07727272727272727)","('chain-10', 0.07727272727272727)","('chain-db', 0.0)","('chain-14', 0.0)"

chain-14,"('chain-13', 0.17733245767650144)","('chain-14', 0.15545561243913245)","('chain-11', 0.14732870128962716)","('chain-12', 0.14260019349928557)","('chain-10', 0.13848932797353983)","('chain-9', 0.1281733156974537)","('chain-8', 0.07083333333333333)","('chain-15', 0.039787058091126495)","('chain-db', 0.0)"

chain-15,"('chain-13', 0.3372882925872136)","('chain-14', 0.29162586010324887)","('chain-12', 0.2704513630074179)","('chain-15', 0.10063448430211967)","('chain-db', 0.0)"

chain-1

chain-2

chain-3

chain-4

chain-5

chain-6

chain-7

chain-8

chain-9

chain-db,"('chain-3', 0.08148071960644965)","('chain-11', 0.0759247838604521)","('chain-10', 0.07434220748778098)","('chain-7', 0.07423184327365852)","('chain-9', 0.0740361008758369)","('chain-1', 0.06967060700811195)","('chain-6', 0.06799114378710891)","('chain-8', 0.06796734082243272)","('chain-5', 0.06614442470969181)","('chain-13', 0.06489584816265728)","('chain-14', 0.06179095008735763)","('chain-2', 0.05867503357675745)","('chain-12', 0.0583351510412707)","('chain-4', 0.0425)","('gateway', 0.0425)","('chain-15', 0.01951384570043346)","('chain-db', 0.0)"

gateway

