orders_payment,orders_shipping
"('payment', 0.4827367445958026)","('orders', 0.3322083333333333)","('shipping', 0.185054922070864)","('rabbitmq', 0.0)","('home-cluster-node3', 0.0)","('home-cluster-node2', 0.0)"
"('payment', 0.4827367445958026)","('orders', 0.3322083333333333)","('shipping', 0.185054922070864)","('rabbitmq', 0.0)"
