,source,destination
0,queue-master,rabbitmq
1,shipping,rabbitmq
2,front-end,session-db
3,carts,carts-db
4,catalogue,catalogue-db
5,orders,orders-db
6,user,user-db
7,front-end,carts
8,orders,carts
9,front-end,catalogue
10,front-end,orders
11,orders,payment
12,orders,shipping
13,front-end,user
14,orders,user
15,carts,home-cluster-node2
16,front-end,home-cluster-node3
17,orders,home-cluster-node2
18,shipping,home-cluster-node3
19,catalogue-db,home-cluster-node1
20,orders-db,home-cluster-node1
21,catalogue,home-cluster-node3
22,rabbitmq,home-cluster-node1
23,session-db,home-cluster-node2
24,user-db,home-cluster-node2
25,carts-db,home-cluster-node1
26,payment,home-cluster-node2
27,queue-master,home-cluster-node3
28,user,home-cluster-node1
