,timestamp,gateway_fanout-1,gateway_fanout-2,gateway_fanout-3,gateway_fanout-4,gateway_fanout-5,fanout-1_fanout-1-db,fanout-2_fanout-2-db,fanout-3_fanout-3-db,fanout-4_fanout-4-db,fanout-5_fanout-5-db
0,2022-09-28 23:01:19,3307.6923076923076,3227.2727272727275,3476.190476190476,3170.2127659574467,3311.1111111111113,0.5676666666666667,0.5779333333333333,0.4948,0.6097333333333333,0.5153333333333334
1,2022-09-28 23:01:33,3196.0784313725494,3192.307692307692,3196.0784313725494,3212.7659574468084,3153.846153846154,0.5574,0.5882000000000001,0.5830666666666666,0.5779333333333334,0.5830666666666666
2,2022-09-28 23:01:47,3272.727272727273,3272.727272727273,3196.0784313725494,3255.31914893617,3153.846153846154,0.5916222222222222,0.5950444444444445,0.5810222222222222,0.6056444444444445,0.5878666666666666
3,2022-09-28 23:02:01,3260.869565217391,3181.818181818182,3130.4347826086955,3125.0,3085.1063829787236,0.5907666666666667,0.5959,0.5805,0.5882000000000001,0.5856333333333333
4,2022-09-28 23:02:15,3279.0697674418607,3181.818181818182,3088.888888888889,3279.0697674418607,3186.046511627907,0.58204,0.5882,0.5797866666666667,0.5904533333333333,0.5777333333333333
5,2022-09-28 23:02:29,3380.952380952381,3619.0476190476193,3291.6666666666665,3250.0,3115.3846153846152,0.5762222222222223,0.5899111111111112,0.5830666666666667,0.5882000000000001,0.5882
6,2022-09-28 23:02:43,3380.952380952381,3177.7777777777774,3325.5813953488373,3341.4634146341464,3130.434782608696,0.5823333333333334,0.5911333333333334,0.5854095238095238,0.5898095238095238,0.5836571428571429
7,2022-09-28 23:02:57,3363.636363636364,3526.3157894736846,3238.095238095238,3341.4634146341464,3285.714285714286,0.5805,0.5907666666666667,0.5830666666666666,0.5856333333333333,0.58025
8,2022-09-28 23:03:11,3285.7142857142862,3127.659574468085,3080.0,3266.6666666666665,3080.0,0.5802148148148148,0.5882000000000001,0.5848888888888889,0.5860296296296297,0.5801037037037037
9,2022-09-28 23:03:25,3173.9130434782605,3648.6486486486488,3428.571428571429,3578.9473684210525,3125.0,0.5799866666666667,0.5882000000000001,0.58204,0.5877800000000001,0.5808133333333333
10,2022-09-28 23:03:39,3173.9130434782605,3285.7142857142862,3142.8571428571427,36337.20930232558,3250.0,0.5779333333333333,0.5816666666666667,0.5789575757575758,0.5860424242424243,0.5769090909090909
11,2022-09-28 23:03:53,3540.5405405405404,3186.046511627907,3181.8181818181815,36337.20930232558,3232.5581395348836,0.5770777777777778,0.5822111111111111,0.5779333333333333,0.5845944444444444,0.5752
12,2022-09-28 23:04:07,3232.5581395348836,3279.0697674418607,3292.6829268292686,37765.95744680851,3186.046511627907,0.5753666666666667,0.5805,0.584088888888889,0.5792944444444444,0.580490353040503
