chain-8_chain-9
"('chain-9', 0.64971003546875)","('chain-8', 0.35028996453125)","('chain-db', 0.0)","('chain-10', 0.0)","('home-cluster-node1', 0.0)"
"('chain-9', 0.64971003546875)","('chain-8', 0.35028996453125)","('chain-db', 0.0)","('chain-10', 0.0)"
