,timestamp,front-end_carts,orders_carts,front-end_catalogue,front-end_orders,orders_payment,orders_shipping,front-end_user,orders_user,carts_carts-db,catalogue_catalogue-db,orders_orders-db,user_user-db
0,2022-09-27 06:13:22,28755.605381165915,16093.75,13561.151079136689,49382.71604938272,1272.7272727272725,3173.2283464566926,21653.48101265823,16365.853658536587,64.08406666666667,73.43608721744349,0.5973861438954458,82.74126666666666
1,2022-09-27 06:13:36,28728.0701754386,16369.86301369863,14171.597633136094,49382.71604938272,1872.3404255319151,3235.294117647059,20752.212389380533,16546.05263157895,64.22236666666666,68.87944360872174,0.5739597386143895,83.65796666666667
2,2022-09-27 06:13:50,24783.653846153844,18812.5,13638.059701492537,54220.779220779215,1776.699029126214,3336.283185840708,22187.5,17778.92561983471,64.21226666666666,69.8054735169256,0.5817287146318152,82.76264444444445
3,2022-09-27 06:14:04,23876.8115942029,16086.956521739128,15838.926174496646,65000.0,1024.6913580246912,3170.542635658915,20086.20689655172,15641.02564102564,65.62958333333333,70.26848847102754,0.5859298693071947,82.31498333333333
4,2022-09-27 06:14:18,22310.756972111554,13369.565217391302,16265.822784810127,47560.9756097561,1197.530864197531,3555.5555555555557,19207.317073170736,15311.284046692608,66.29464,70.28300411015536,0.5817972287790891,83.04526666666666
5,2022-09-27 06:14:32,24758.06451612903,16281.25,12014.925373134329,49831.08108108108,1197.530864197531,3261.5384615384614,20344.03669724771,15906.25,65.01989999999999,70.70817378019323,0.6045546532369953,83.53423333333333
6,2022-09-27 06:14:46,23732.87671232876,13026.315789473683,11553.57142857143,53614.45783132529,1431.8181818181818,3230.769230769231,19396.551724137928,15726.141078838173,64.33301904761905,70.10647269285457,0.620809956421214,83.43850476190475
7,2022-09-27 06:15:00,25288.01843317973,15576.923076923078,14309.701492537313,49823.94366197183,1817.2043010752693,3094.33962264151,20724.29906542056,14810.12658227848,64.12294166666666,70.48911360624774,0.606383891916575,83.37563333333333
8,2022-09-27 06:15:14,25288.01843317973,15576.923076923078,14948.979591836733,60919.54022988506,1884.6153846153843,3209.5238095238096,20704.545454545452,16107.142857142853,64.0340962962963,69.5382639462943,0.6037338298517704,83.68882222222221
9,2022-09-27 06:15:28,24797.297297297293,16575.342465753423,15312.5,48706.896551724145,1574.2574257425738,3155.0387596899227,19722.222222222223,14738.493723849373,64.61622666666668,69.78492421833153,0.59348711353326,83.64612
10,2022-09-27 06:15:42,39746.09375,23076.923076923074,8327.067669172931,81770.83333333333,476.923076923077,3262.6262626262624,16276.150627615063,12906.976744186046,64.5507696969697,68.28230686514986,0.5939458607878122,83.82104848484848
11,2022-09-27 06:15:56,203706.89655172414,101442.30769230769,7190.721649484536,160174.41860465117,486.8421052631579,3219.1780821917805,12602.739726027397,10256.410256410256,65.99635555555555,66.27379240416516,0.5765559279443834,81.82593888888889
12,2022-09-27 06:16:10,220000.0,188043.47826086957,8058.510638297871,206944.44444444447,460.0,3257.1428571428573,12661.290322580644,9343.434343434343,68.82735,64.51712402493375,0.5629848603975406,79.18666666666667
