front-end_carts,front-end_catalogue
"('catalogue', 0.5418373669787102)","('front-end', 0.24594687899092674)","('carts', 0.1771313830212898)","('orders', 0.03508437100907325)","('carts-db', 0.0)","('home-cluster-node2', 0.0)","('catalogue-db', 0.0)","('home-cluster-node3', 0.0)"
"('catalogue', 0.5418373669787102)","('front-end', 0.24594687899092674)","('carts', 0.1771313830212898)","('orders', 0.03508437100907325)","('carts-db', 0.0)","('catalogue-db', 0.0)"
