orders_payment,orders_shipping
"('payment', 0.550027362115699)","('orders', 0.3322083333333334)","('shipping', 0.11776430455096777)","('rabbitmq', 0.0)","('home-cluster-node3', 0.0)","('home-cluster-node2', 0.0)"
"('payment', 0.550027362115699)","('orders', 0.3322083333333334)","('shipping', 0.11776430455096777)","('rabbitmq', 0.0)"
