,timestamp,ctn_cpu,ctn_network,ctn_memory,node_cpu,node_network,node_memory
0,2022-09-28 19:51:05,0.006604020207889478,2.1333502744698974e-05,0.3043562544063807,0.24829947094651367,0.234517405415018,0.4234277307653226
1,2022-09-28 19:51:19,0.006145200990633063,5.2348283452257455e-05,0.4116080801387455,0.23942848254559138,0.19547585716507787,0.42434714483397773
2,2022-09-28 19:51:33,0.007100106278412588,4.8672695564904676e-05,0.1677519760822378,0.2216589964205566,0.16138642477600657,0.42423227943511754
3,2022-09-28 19:51:47,0.006836378231815357,2.8049146622449115e-05,0.16556425614901488,0.2102362379714024,0.15436584661199637,0.4240766711811059
4,2022-09-28 19:52:01,0.006591083939674554,4.8846498406092554e-05,0.2672600298141481,0.2102362379714024,0.15436584661199637,0.4240766711811059
5,2022-09-28 19:52:15,0.005005323033987736,4.8600657630376135e-05,0.3771631262207472,0.2097777777777881,0.1560222222222222,0.4233432997883826
6,2022-09-28 19:52:29,0.006864874042329555,4.643707526741703e-05,0.3354317823989735,0.20919432964493695,0.15335733013375993,0.4241615930358189
7,2022-09-28 19:52:43,0.0069234397070112785,4.7460001811355105e-05,0.21930058456629034,0.21275886587859116,0.15920807039374277,0.4241591386469543
8,2022-09-28 19:52:57,0.0048851688703091456,5.09507874188192e-05,0.1429754856352025,0.22510110661749397,0.1533487400559975,0.4076852805881894
9,2022-09-28 19:53:11,0.007211281891004587,5.004992358626451e-05,0.10757715036112936,0.23023757139363382,0.15345467475609484,0.404413580231763
10,2022-09-28 19:53:25,0.007074280741499885,4.7621748940413434e-05,0.14729309383821496,0.2399253565557275,0.16379348647087574,0.4054704400768322
11,2022-09-28 19:53:39,0.0071155517318811775,4.7259950965534335e-05,0.1149722113063493,0.23012133872615997,0.16649628872394331,0.40475032238397735
12,2022-09-28 19:53:53,0.007433057572685172,4.7248915436055226e-05,0.5612035184829968,0.22712625286130927,0.16763339778207437,0.4048720600716583
