front-end_orders,orders_shipping
"('front-end', 0.4614877767955441)","('orders', 0.3319137454575369)","('shipping', 0.20659847774691903)","('rabbitmq', 0.0)","('node3', 0.0)","('orders-db', 0.0)","('payment', 0.0)","('user', 0.0)","('carts', 0.0)"
"('front-end', 0.4614877767955441)","('orders', 0.3319137454575369)","('shipping', 0.20659847774691903)","('rabbitmq', 0.0)","('orders-db', 0.0)","('payment', 0.0)","('user', 0.0)","('carts', 0.0)"
