front-end_orders,orders_shipping,orders_user
"('front-end', 0.5054347486946076)","('orders', 0.3310438445395278)","('user', 0.1731569784407583)","('rabbitmq', 0.0)","('home-cluster-node3', 0.0)","('user-db', 0.0)","('home-cluster-node1', 0.0)","('orders-db', 0.0)","('payment', 0.0)","('carts', 0.0)","('home-cluster-node2', 0.0)","('shipping', -0.009635571674893761)"
"('front-end', 0.5054347486946076)","('orders', 0.3310438445395278)","('user', 0.1731569784407583)","('rabbitmq', 0.0)","('user-db', 0.0)","('orders-db', 0.0)","('payment', 0.0)","('carts', 0.0)","('shipping', -0.009635571674893761)"
