,timestamp,gateway_chain-1,chain-1_chain-2,chain-2_chain-3,chain-3_chain-4,chain-4_chain-5,chain-1_chain-db,chain-2_chain-db,chain-3_chain-db,chain-4_chain-db,chain-5_chain-db
0,2022-09-28 17:30:37,34615.38461538461,25000.0,17674.41860465116,12410.714285714286,3130.4347826086955,0.5676666666666667,0.5676666666666667,0.5892000000000001,0.5892000000000001,0.5358666666666667
1,2022-09-28 17:30:51,35472.972972972966,23055.55555555556,17659.57446808511,13250.0,3086.9565217391305,0.5574,0.5574,0.5574000000000001,0.5574000000000001,0.5574
2,2022-09-28 17:31:05,35472.972972972966,24166.666666666664,17833.333333333336,10833.333333333332,3400.0000000000005,0.5642444444444444,0.5642444444444444,0.5714222222222223,0.5714222222222223,0.5570666666666667
3,2022-09-28 17:31:19,35135.13513513514,23500.0,17833.333333333336,11730.769230769232,3133.3333333333335,0.5599666666666667,0.5599666666666667,0.5599666666666667,0.5599666666666667,0.5599666666666667
4,2022-09-28 17:31:33,36858.97435897436,27083.333333333336,18310.810810810814,11730.769230769232,3146.341463414634,0.5553466666666667,0.5553466666666667,0.5596533333333333,0.5596533333333333,0.5510400000000001
5,2022-09-28 17:31:47,36585.365853658535,25000.0,18023.25581395349,13103.44827586207,3222.222222222222,0.5574,0.5574,0.5574,0.5574,0.5574
6,2022-09-28 17:32:01,35000.0,24134.615384615387,17666.666666666668,12678.571428571431,3083.3333333333335,0.5618,0.5618,0.5648761904761905,0.5648761904761905,0.5587238095238095
7,2022-09-28 17:32:15,38068.18181818182,28333.333333333332,18437.5,15357.142857142857,3160.0,0.5651,0.5651,0.5704833333333333,0.5704833333333333,0.5597166666666666
8,2022-09-28 17:32:29,35416.66666666667,23611.11111111111,17666.666666666668,13362.068965517243,3000.0,0.5710888888888889,0.5710888888888889,0.5734814814814815,0.5734814814814815,0.5686962962962964
9,2022-09-28 17:32:43,35855.26315789474,25520.833333333332,18231.707317073175,14772.727272727272,3186.046511627907,0.5707466666666667,0.5707466666666667,0.5750533333333333,0.5750533333333333,0.56644
10,2022-09-28 17:32:57,37500.0,27403.846153846152,18392.85714285714,14250.0,3260.869565217391,0.5695333333333333,0.5695333333333333,0.5714909090909092,0.5714909090909092,0.5675757575757575
11,2022-09-28 17:33:11,37500.0,30078.125,17666.666666666668,13750.0,3450.0,0.5702333333333334,0.5702333333333334,0.5738222222222222,0.5738222222222222,0.5666444444444444
12,2022-09-28 17:33:25,35897.4358974359,22321.428571428572,17989.130434782608,13103.44827586207,3083.3333333333335,0.5702333333333334,0.5702333333333334,0.5702333333333334,0.5702333333333334,0.5710888888888889
